xoff,yoff
-0.086207,-0.017241
-0.086207,0.017241
-0.051724,-0.051724
-0.051724,-0.017241
-0.051724,0.017241
-0.051724,0.051724
-0.017241,-0.051724
-0.017241,-0.017241
-0.017241,0.017241
-0.017241,0.051724
0.017241,-0.051724
0.017241,-0.017241
0.017241,0.017241
0.017241,0.051724
0.051724,-0.051724
0.051724,-0.017241
0.051724,0.017241
0.051724,0.051724
0.086207,-0.017241
0.086207,0.017241
